sentence_id,text,document_id
385,"menurut nya harga cpo naik tajam menjadi rp 4.591 per kilogram atau naik 37,5 persen dibanding periode sama sebelum nya rp 3.340 per kilogram",46
386,"sampai dengan april 2007 volume penjualan aali turun sebesar 9,6 persen menjadi 263.956 ton dibanding periode sama sebelum nya 290.956 ton",46
387,"namun di sisi harga kenaikan harga cpo dunia yang cukup tinggi menyebabkan harga jual rata-rata cpo dan kernel aali meningkat masing-masing sebesar 43 persen dan 22,9 persen",46
388,deputi senior bank indonesia bi miranda s goeltom memprediksi pertumbuhan ekspor non - migas minyak dan gas pada tahun ini sebesar sembilan persen,47
389,dalam acara seminar nasional peran diplomasi ekonomi dalam mendorong pertumbuhan ekspor di jakarta selasa miranda mengatakan kecilnya pertumbuhan ekspor non migas ini karena neraca pembayaran 2007 akan menghadapi melemahnya pertumbuhan ekonomi global dan anjloknya harga ekspor komoditi,47
390,"impor non - migas diprediksi tumbuh 14,5 persen pada tahun ini",47
391,hal ini berbeda dengan tahun 2006 yang mencatat surplus perdagangan senilai 15 juta dolar as yang merupakan rekor tertinggi selama ini,47
392,miranda menyoroti peran ekspor non - migas ini karena ekspor sebagai mesin utama penggerak pertumbuhan ekonomi,47
393,pertumbuhan ekonomi indonesia saat ini masih didorong oleh sektor konsumsi sementara dari sisi investasi masih rendah walaupun ada prospek positif,47
394,kami mengakui bahwa pentingnya ekspor memegang peranan penting sebagai pendorong pertumbuhan ekonomi dan pendapatan cadangan devisa tambah nya,47
395,untuk meningkatkan ekspor ini kata nya perlu adanya regulasi untuk meningkatkan dan dapat menghilangkan hambatan ekspor,47
396,"deputi gubernur senior bi miranda s goeltom mengatakan pertumbuhan ekonomi indonesia yang paling optimistik pada 2007 adalah 6,2 persen meski pemerintah tetap mengajukan angka 6,3 persen pada rancangan apbn perubahan 2007",48
397,"dalam rapat kerja komisi xi dpr di jakarta selasa miranda mengatakan pemerintah harus menganalisis sumber-sumber pertumbuhan ekonomi pada triwulan i hingga mencapai 5,97 persen apakah sumber-sumber pertumbuhan tersebut mempunyai multiplier effect yang besar atau tidak serta apakah memiliki trend meningkat atau tidak",48
398,namun tambah nya itung-itungan bi masih bisa berubah dengan melihat angka perkembangan dari triwulan ke triwulan,48
399,"sementara untuk 2008 bi memperkirakan pertumbuhan ekonomi indonesia mencapai 6,2 - 6,8 persen dengan inflasi 5 plus minus 1 persen rata-rata suku bunga sbi 3 bulan 7,5 - 8,0 persen rata-rata kurs rp 9.000 - 9.300 per dolar as harga minyak 56 dolar as per barel dan lifting minyak 1,034 - 1,040 juta barel per hari",48
400,bank mandiri menyiapkan anggaran untuk belanja teknologi informasi ti sebesar 35 juta dolar as pada 2008 guna pemeliharaan dan penambahan kapasitas teknologi informasi nya,49
401,ini ada dalam draft kami tapi pasti nya bisa saja bertambah karena situasi yang khusus di mana membutuhkan belanja teknologi yang baru kata direktur teknologi dan operasional bank mandiri sasmita di jakarta jumat,49
402,menurut dia investasi ti bank mandiri dimulai sejak tahun 2000 dengan dana yang dipersiapkan sebesar 200 juta dolar,49
403,namun dana tersebut baru terpakai 168 juta dolar as,49
404,ia mengatakan belanja ti sejak tahun 2004 hingga 2007 rata-rata per tahun mencapai 30 - 35 juta dolar as,49
405,dan tahun 2008 dalam rencana kita meski bisa berubah masih sekitar itu kata nya,49
406,bank mandiri saat ini mampu mengurangi biaya ti hingga 5 - 10 persen per tahun karena semakin kuat nya kapasitas terpasang,49
407,sebelum nya pada 2007 pihak nya menambah 400 unit atm dari jumlah yang ada saat ini 2650 unit di seluruh indonesia serta menambah menjadi 25.000 unit edc dari 21.500 edc yang ada saat ini,49
408,"menteri keuangan sri mulyani indrawati memperkirakan defisit apbnp 2007 menurun dari rp 58,3 triliun atau 1,5 persen menjadi rp 49,5 triliun atau 1,3 persen pdb meski terjadi peningkatan subsidi bbm dan listrik akibat kenaikan harga minyak dunia",50
409,"apbnp 2007 akan ditutup dengan defisit sebesar rp 49,5 triliun atau lebih kecil dari sasaran rp 58,3 triliun kata menkeu dalam jumpa pers usai sidang kabinet paripurna di kantor presiden jakarta selasa",50
410,"dijelaskan menkeu penurunan defisit ini terjadi karena meski ada peningkatan belanja negara dan penerimaan yang lebih kecil pemerintah berhasil melakukan penghematan pada belanja kementerian sebesar rp 24,9 triliun",50
411,"penerimaan negara lanjut nya meningkat dari rp 690 triliun menjadi rp 724,5 triliun sementara belanja negara meningkat menjadi rp 774 triliun akibat kenaikan subsidi bbm yang membengkak dari rp 55 triliun menjadi rp 88,2 triliun dan subsidi listrik yang melejit dari rp 32,4 triliun menjadi rp 43,5 triliun",50
412,sementara menko perekonomian boediono di tempat yang sama mengatakan secara umum apbnp 2007 aman meskipun terjadi kenaikan harga minyak dunia,50
413,sedangkan untuk tahun 2008 pemerintah telah menyiapkan perubahan parameter yang mungkin terjadi dengan membuat beberapa perhitungan harga minyak konsumsi minyak produksi minyak dan nilai tukar rupiah,50
414,secara umum semua terkendali dengan pemerintah melakukan langkah-langkah untuk penghematan subsidi seperti penghematan penggunaan bbm dan listrik kata nya,50
415,menurut boediono apbn 2008 akan aman jika produksi minyak bisa dijaga sesuai sasaran sebesar 1.034 juta barel per hari atau kalau bisa ditingkatkan,50
416,wapres akan langsung mengawasi produksi minyak dengan membentuk tim khusus dari antardepartemen kata nya,50
417,dalam kesempatan itu menkeu mengatakan bahwa pemerintah sudah menyiapkan perubahan semua asumsi ekonomi pada apbn 2008 sebagai akibat tinggi nya harga minyak dunia yang menyentuh 100 dolar as per barel,50
418,"menurut nya dengan mengasumsikan harga minyak akan mencapai 100 dolar as per barel sepanjang tahun maka defisit apbn 2008 akan melonjak dari rp 73,3 triliun atau 1,7 persen menjadi rp 75,8 triliun atau 1,8 persen dari pdb",50
419,"pemeringkat efek indonesia pefindo memberikan peringkat idbbb + untuk pt truba jaya engineering trje dan rencana penerbitan obligasi i 2007 berjangka waktu 2,5 tahun sebesar maksimum rp 300 miliar dengan prospek stabil",51
420,peringkat tersebut mencerminkan berkembangnya permintaan untuk usaha konstruksi dan posisi usaha perusahaan yang kuat dalam bisnis pembangunan pembangkit listrik dan pabrik industri kata analis pefindo ronald hertanto dalam sebuah pernyataan nya di jakarta rabu,51
421,namun kata dia peringkat tersebut dibatasi oleh rata-rata stabilitas bisnis perusahaan dan kebutuhan modal kerja besar pada waktu mendatang yang dapat mendorong melemahnya profil keuangan perusahaan,51
422,trje adalah sebuah perusahaan yang bergerak di bidang usaha penyediaan manajemen proyek rancang bangun pengadaan pembuatan pabrikasi dan pembangunan industri pembangkit listrik pabrik minyak dan gas pabrik pertambangan dan pabrik pupuk,51
423,trje didirikan pada 1976 merupakan sebuah perusahaan patungan antara jurong engineering limited of singapore jel dan pt tri usaha bhakti,51
424,trje sebelum nya dikenal sebagai pt truba jurong engineering,51
425,efektif sejak agustus 2007 trje berubah nama menjadi pt truba jaya engineering setelah pt manunggal infrasolusi mengakuisisi 45 persen saham nya dari jel,51
426,pt manunggal infrasolusi sebuah perusahaan yang dikuasai oleh pt truba alam manunggal engineering tbk trba yang merupakan pemilik utama trje dengan total kepemilikan saham 96 persen,51
427,"sisa nya dimiliki oleh pt multi energi persada 2,3 persen dan pt kurnia unggul sejahtera 1,7 persen",51
428,"indonesia meminta perpanjangan masa pinjaman bank pembangunan asia adb untuk sejumlah proyek plta dengan nilai total sekitar 7,5 juta dolar as yang seharusnya berakhir pada 2008 menjadi 2011 karena adanya beberapa keterlambatan",53
429,adb sendiri mempertimbangkan untuk menyetujui nya karena ini menggunakan ' renewable energy ' dan juga digunakan sebagai bagian dari clean development mechanism cdm kata direktur pendanaan luar negeri multilateral bappenas rm dewo broto joko p di ruang kerja nya di gedung bappenas jakarta akhir pekan ini,53
430,ditambahkan nya perpanjangan proyek renewable energy development red itu dikarenakan adanya keterlambatan yang tidak mungkin diselesaikan dalam waktu singkat,53
431,seperti di plta poigar di sulawesi utara tambah nya keterlambatan disebabkan belum selesainya land aquisition and resettlement plan larp dan belum adanya persetujuan penggunaan lahan hutan dari menhut,53
432,di plta genyem papua tambah nya keterlambatan disebabkan karena pemda papua meminta adanya porsi kepemilikan saham dalam plta tersebut dan hal itu belum disepakati,53
433,di luar itu masih proyek plta lain nya yang dibiayai adb yaitu berada di kalimantan barat gorontalo lombok dan flores yang kita mintakan perpanjangan nya kata dewo,53
434,perusahaan perkebunan pt bakrie sumatera plantations tbk unsp telah melakukan pembelian sebanyak 2.700 saham dengan nilai nominal rp 1.000 per saham di pt nibung arthamulia yang berkedudukan di palembang,54
435,sekretaris perusahaan bakrie sumatera plantations tbk fitri barnas dalam laporan nya kepada ketua bapepam - lk di jakarta selasa mengatakan transaksi tersebut tidak mengandung unsur benturan kepentingan dan bukan merupakan transaksi yang bersifat material sebagaimana diatur dalam ketentuan bapepam,54
436,namun ia tidak menyebutkan nilai transaksi dan porsi kepemilikan saham pada pt nibung arthamulia tersebut,54
437,saham pt perusahaan gas negara persero tbk pgas langsung melejit naik setelah suspensi penghentian sementara dicabut bursa efek jakarta bej,55
438,"saham pgas yang pada penutupan sebelum nya ditutup pada rp 7.400 langsung mengalami kenaikan rp 850 atau 11,49 persen menjadi rp 8.250 pada waktu 9.48 waktu jats",55
439,"frekuensi perdagangan mencapai 2.343 kali dengan volume 52,033 juta lembar dan nilai rp 424,222 miliar",55
440,"pencabutan suspensi ini setelah pihak manajemen pgas melakukan penjelasan kepada publik dan otoritas bursa mengenai penurunan harga saham nya yang mencapai 23,32 persen",55
441,"dirjen bea dan cukai departemen keuangan anwar suprijadi menyatakan tanpa adanya kenaikan harga jual eceran hje rokok dan pengenaan tarif cukai spesifik pada 2007 ini maka target penerimaan cukai apbn 2007 sebesar rp 42,03 triliun tidak akan tercapai",56
442,"dengan jumlah produksi yang ada sekarang dan tanpa kenaikan hje dan penerapan cukai spesifik maka penerimaan negara dari cukai tidak bisa mencapai rp 42,03 triliun",56
443,tanpa kenaikan hje penerimaan negara hanya rp 39 hingga rp 40 triliun kata anwar suprijadi di kantor pusat ditjen bea dan cukai rawamangun jakarta selasa,56
444,lebih lanjut anwar menjelaskan bahwa penerapan tarif spesifik yaitu tarif cukai untuk per batang rokok ditujukan untuk mengurangi gap atau ketimpangan golongan tarif cukai yang ada saat ini,56
445,ketimpangan tarif cukai antar golongan rokok itu menyebabkan perusahaan rokok cenderung untuk masuk ke golongan yang tarif cukai nya rendah,56
446,sehingga kita mengenalkan tarif cukai spesifik,56
447,"pemerintah dan dpr dalam apbn 2006 menargetkan penerimaan cukai sebesar rp 38,5 triliun dan tercapai sekitar rp 37,9 triliun",56
448,"dalam apbn 2007 dpr dan pemerintah meningkatkan penerimaan cukai menjadi rp 42,03 triliun karena adanya peningkatan kebutuhan pendanaan",56
449,"karena adanya peningkatan kebutuhan pendanaan seperti untuk infrastruktur pendidikan dan lain nya maka dpr meningkatkan target penerimaan menjadi rp 42,03 triliun kata nya",56
450,menurut dia kebijakan untuk menaikkan hje rokok dan penerapan tarif cukai spesifik bukan lah merupakan keputusan yang dilakukan secara mendadak,56
451,keputusan ini diambil sejak dari awal supaya ada kepastian hukum bagi pelaku usaha ini pun tidak mendadak karena kita sudah memberikan sinyal sejak awal kata nya,56
452,ia menyebutkan pemerintah merencanakan kenaikan hje rokok mulai maret 2007 sementara penerapan cukai spesifik rokok akan mulai diberlakukan pada juni 2007,56
453,lembaga pemeringkat internasional fitch ratings senin merevisi outlook prospek atas peringkat mata uang asing dan mata uang lokal dari indonesia yang disebut issuer default ratings idrs menjadi positif dari stabil walaupun tetap mempertahankan kedua peringkat tersebut pada ' bb ' bb minus,57
454,demikian pula pada saat yang sama fitch mempertahankan peringkat mata uang rupiah idr jangka pendek indonesia pada ' b ' dan batas negara country ceiling pada ' bb ',57
455,revisi atas ' outlook ' peringkat sovereign indonesia mencerminkan komitmen otoritas untuk menjaga stabilitas ekonomi dan disiplin fiskal serta kebijakan menyeluruh pemerintah untuk melaksanakan agenda reformasi struktural yang bertujuan untuk memperbaiki iklim investasi kata ai ling ngiam direktur pada tim sovereign ratings fitch di singapura dalam statemen nya,57
456,menurut lembaga rating internasional itu upaya pemerintah untuk mengatasi kekhawatiran investor terhadap korupsi birokrasi dan hambatan regulasi terutama di bidang perpajakan dan cukai tampak secara perlahan mulai membuahkan hasil,57
457,budaya takut untuk melakukan korupsi secara terbuka telah muncul seraya investigasi-investigasi antikorupsi mengarah ke beberapa tuntutan hukum yang berprofil tinggi pemulihan aset dan peningkatan pengaduan melalui program pengaduan,57
458,sementara sistem pengadaan dengan tender terbuka elektronis telah memperbaiki transparansi,57
459,indonesia juga telah memperbaiki peringkat nya di indeks daya saing global dari world economic forum naik menjadi 50 pada 2006 dari 69 pada 2005 kata nya,57
460,disebutkan nya keuangan publik dan perbaikan pengawasan atas risiko fiskal secara luas adalah kekuatan fundamental peringkat indonesia,57
461,"fitch memproyeksikan defisit anggaran akan dapat dipertahankan di 1,1 persen dari pdb tahun ini sementara rasio utang pemerintah terhadap pdb akan turun ke sekitar 38 persen tahun ini suatu tingkat yang terakhir tercapai hanya pada tahun 1997 dan lebih baik dari median 41 persen untuk kategori peringkat ' bb '",57
462,namun rasio utang terhadap pendapatan sebesar 212 persen pada 2006 tidak sebaik median ' bb ' sebesar 162 persen dan upaya pajak lebih lanjut diperlukan untuk meningkatkan pendapatan,57
463,dikatakan nya upaya reprofil utang dalam negeri telah berhasil menurunkan risiko penumpukan pembayaran utang pada periode 2007 - 2009 dengan mengganti obligasi-obligasi ini menjadi obligasi-obligasi dengan jangka waktu yang lebih panjang yang jatuh tempo pada 2010 dan 2025,57
464,pada sisi eksternal peningkatan yang besar pada cadangan devisa terutama karena kenaikan harga komoditas tekanan pada impor oleh sektor manufaktur yang lebih tinggi dari perkiraan dan masuknya dana portofolio telah menyediakan bantalan peredam untuk menghadapi kejutan-kejutan sistemik,57
465,kebutuhan pendanaan bruto indonesia termasuk utang jangka pendek diperkirakan akan turun ke sekitar 66 persen dari cadangan resmi selaras dengan median ' bb ',57
466,namun risiko neraca eksternal indonesia tetap ada karena peningkatan penghindaran risiko pada pasar berkembang emerging market dapat mengakibatkan arus keluar investasi portofolio ekuitas dan utang yang disruptif sementara akumulasi asset eksternal pribadi oleh residen juga membebani neraca pembayaran,57
467,"lebih jauh pada sisi neraca transaksi berjalan tingkat impor manufaktur dan konsumen yang lebih tinggi yang terjadi karena pemulihan dalam pertumbuhan pdb riil ke sekitar 5,9 persen tahun ini dari 5,6 persen pada 2006 akan mengakibatkan tekanan karena permintaan atas dollar",57
468,fasilitasi perdagangan melalui penciptaan zona ekonomi khusus upaya untuk mengadakan perjanjian kemitraan ekonomi economic partnership agreement dengan tujuan ekspor terbesar jepang dan pelaksanaan skema satu jendela nasional national single window untuk pedagang pada 2008 adalah vital untuk meningkatkan pendapatan eksternal indonesia cxr,57
469,dibandingkan median ' bb ' indonesia lemah di rasio-rasio utang eksternal bruto pembayaran utang eksternal dan pembayaran bunga,57
470,melihat ke depan fitch berpendapat bahwa kekuatan posisi eksternal akan membutuhkan percepatan upaya untuk membangun pemasukan modal yang lebih berkesinambungan dalam bentuk penanaman modal asing langsung pma yang merupakan alternatif yang lebih baik dibandingkan arus portofolio yang berpotensi tidak stabil,57
471,kekuatan kompetitif indonesia juga perlu diperkuat dalam jangka pendek dengan perasaan mendesak yang lebih tinggi untuk memperbaiki profil risiko kredit indonesia,57
472,"pemerintah membentuk badan usaha pembiayaan pembangunan hutan bupph yang akan membiayai pembangunan hutan tanaman rakyat seluas sekitar 5,4 juta hektare dengan dana dari dana reboisasi dr sebesar rp 9,7 triliun",58
473,tadi dibahas pemantapan pembentukan bupph dan sudah disepakati pembentukan nya oleh menteri keuangan kata menteri kehutanan ms ka'ban usai pertemuan dengan menteri keuangan sri mulyani di gedung departemen keuangan jakarta senin,58
474,ka'ban menyebutkan surat keputusan bersama skb pembentukan bupph diharapkan sudah dapat diselesaikan paling lambat 2 februari 2007 sehingga pada pertengahan februari 2007 diharapkan sudah dapat mulai beroperasi,58
475,"bupph akan seperti badan layanan umum blu yang mengelola dana bergulir dari dana reboisasi rekening pembangunan hutan dr rph sebesar rp 9,7 triliun",58
476,ini untuk pembangunan hutan tanaman rakyat di seluruh indonesia daerah nya belum ditentukan tapi bisa saja di riau jambi atau daerah lain nya kata nya,58
477,menurut dia pemerintah perlu membangun hutan tanaman rakyat supaya rakyat memiliki akses terhadap sumber daya hutan dan rakyat berperan dalam membangun hutan tanaman sehingga pada akhir nya pengamanan hutan juga akan lebih efektif,58
478,selain itu lahan-lahan kritis yang selama ini kosong atau kurang dimanfaatkan akan lebih produktif kata nya,58
479,"mengenai mekanisme bergulirnya , ka'ban menyebutkan mereka rakyat akan mengembalikan dana yang dipinjam setelah panen di mana satu kali tanam memerlukan waktu sekitar 7 tahun",58
480,masyarakat dapat menggunakan fasilitas pinjaman itu melalui koperasi badan usaha individu atau kelompok tani,58
481,"menurut ka'ban pembangunan hutan tanaman rakyat dengan target seluas 5,4 juta hektare tidak mungkin diselesaikan dalam tahun 2007 ini saja itu target yang harus diselesaikan selama beberapa tahun rencana nya sampai 2014 kata nya",58
482,total saham yang telah dibeli kembali buy back oleh pt telekomunikasi indonesia telkom termasuk di new york sock exchange nyse hingga saat ini telah bertambah menjadi 122.526.500 lembar dari jumlah maksimal pembelian yang diizinkan sebanyak 1.007.999.964 saham,59
483,"wakil presiden hubungan investor dan sekretaris perusahaan telkom harsya denny suryo dalam laporan nya kepada ketua bapepam - lk di jakarta selasa mengatakan bahwa jumlah tersebut tercapai setelah pada 25 januari perseroan melakukan pembelian kembali sebanyak 750 ribu lembar saham atau 2,24 persen dari volume pasar 33.482.500 saham",59
484,transaksi tersebut kata nya dilakukan di bej antara 30 menit sesudah pembukaan dan 30 menit sebelum penutupan pada harga rata-rata rp 9.770 per saham melalui broker pelaksana pt danareksa sehingga total saham yang tersisa dari jumlah maksimal pembelian yang diizinkan menjadi 885.473.464 lembar saham,59
485,berdasarkan keputusan rapat umum pemegang saham luar biasa rupslb pada 21 desember 2005 dan peraturan bapepam no.xi.b.2 jangka waktu program pembelian kembali saham telkom berlangsung selama 18 bulan terhitung sejak tanggal rupslb yang menyetujui pembelian kembali atas saham tersebut hingga juni 2007,59
486,perusahaan pelayaran pt arpeni pratama ocean line tbk apol akan membeli dua unit tanker dengan nilai sekitar 100 juta dolar as yang akan dikirim pada tahun 2008 kata direktur sekretaris perusahaan apol ronald nangoi dalam laporan nya kepada bursa efek jakarta bej di jakarta akhir pekan ini,60
487,menurut nya kedua unit tanker tersebut akan ditempatkan di bawah anak perusahaan apol yang merupakan usaha patungan antara perseroan dengan hyundai merchant marine co ltd dari korea selatan,60
488,rencana pembelian dua unit tanker tersebut kata dia sesuai dengan rencana rapat umum pemegang saham luar biasa rupslb perseroan yang diselenggarakan pada 28 juli 2006,60
489,"berdasarkan data bej komposisi pemegang saham apol dengan kepemilikan masing-masing lima persen atau lebih per 31 desember 2006 adalah deg - deutsche investitions - ue 8,67 persen pt mandira sanni pratama 30,67 persen mellon s a cundill recovery fd 8,34 persen dan pt mandira sanni pratama s a pt ayrus 21,04 persen",60
490,kepala perwakilan bank dunia untuk indonesia akan segera diganti mengingat pejabat country director bank dunia saat ini andrew steer akan segera berpindah tugas ke london inggris,61
491,saya akan meninggalkan indonesia pada 28 februari mendatang ke london,61
492,saya akan bekerja di pemerintah inggris,61
493,saya masih tetap di bank dunia tetapi melapor kepada pemerintah inggris kata andrew steer di sela-sela konferensi tentang belanja publik di jakarta senin,61
494,andrew steer sendiri menjadi country director bank dunia untuk indonesia sejak 2002,61
495,saya belum tahu siapa yang akan menggantikan saya kata nya,61
496,andrew menggambarkan indonesia saat ini masih menghadapi tantangan yang berat ke depan namun seluruh tantangan itu adalah menuju kesuksesan,61
497,dengan kata lain pemerintah sekarang dalam posisi yang kuat secara finansial dan itu sangat bagus,61
498,jadi dengan tantangan baru yang dihadapi nanti saya sangat positif dengan indonesia kata dia,61
499,ditanya tentang pembubaran cgi andrew menyatakan pihak nya sangat mendukung keputusan pemerintah karena itu berarti kemajuan,61
500,saya sangat gembira jika cgi dibubarkan menurut saya itu pertanda kesuksesan,61
501,memiliki cgi sangat bagus bagi indonesia tapi indonesia berkembang dan saat ini indonesia tidak butuh cgi lagi kata nya,61
502,dia menambahkan penting bagi indonesia untuk tetap melakukan dialog dengan masyarakat internasional secara multilateral maupun bilateral,61
503,tapi memang tidak perlu duduk bersama dan mengajukan komitmen seperti itu ujar nya,61
504,menurut nya dialog multilateral sendiri bukan hal yang buruk mengingat dalam multilateral indonesia bisa menghemat waktu dan bertemu dengan sekitar 35 negara dan lembaga donor sekaligus,61
505,badan perencana pembangunan nasional bappenas telah mengusulkan pembatalan pinjaman luar negeri ln pada 2006 senilai 370 juta dolar as pada 11 proyek di berbagai departemen karena proyek yang dibiayai berjalan lambat atau telah selesai,62
506,karena kita menginginkan pinjaman ln dapat efektif dan efisien maka jika dalam monitoring ada proyek yang berjalan sangat lambat bappenas mengusulkan realokasi atau pembatalan proyek,62
507,demikian pula jika proyek telah selesai dan ada potensi sisa dana pinjaman maka bappenas akan mengusulkan pembatalan sisa pinjaman yang tidak terpakai itu kata meneg ppn kepala bappenas paskah suzetta di jakarta kamis,62
508,proyek-proyek tersebut dibiayai pinjaman yang dibuat pada 2000 - 2006 kata nya,62
509,"sementara pinjaman ln yang sedang berjalan on going loan kata nya hingga akhir 2006 mencapai 13,7 miliar dolar as dan pinjaman yang sudah terserap atau sudah cair mencapai 5,9 miliar dolar as sehingga yang belum terserap atau dicairkan mencapai sekitar 7,8 miliar dolar as",62
510,penyebab nya adalah pertama porsi pinjaman yang belum dapat dicairkan karena tahapan proyek ini ' multiyears disbursement ',62
511,misal nya tahapan proyek masih pembebasan tanah maka tahap untuk konstruksi belum dapat dicairkan,62
512,"sedangkan untuk penarikan pinjaman ln pada 2007 kata paskah berdasarkan kesepakatan dengan panitia anggaran dpr jumlah nya mencapai 4,3 miliar dolar as yang terdiri atas 1,76 miliar dolar as pinjaman program dan 2,5 miliar dolar as",62
513,"berdasarkan data bappenas pada akhir tahun 2006 posisi akhir utang indonesia mencapai 1.314,4 miliar dolar as atau 40,4 persen dari pdb yang terdiri atas pinjaman dalam negeri 693,1 miliar dolar as atau 21,3 persen dari pdb dan pinjaman luar negeri 621,2 miliar dolar as atau 19,1 persen",62
514,pemerintah minta bank indonesia bi selalu mengkoordinasikan dan mengkomunikasikan rencana kebijakan moneter yang akan ditempuh otoritas moneter itu karena kebijakan moneter dan kebijakan fiskal akan saling mempengaruhi,63
515,berbagai hal harus dikoordinasikan dan dikomunikasikan seperti design instrumen nya kapan mengeluarkan dan bagaimana pengaruh nya terhadap kondisi moneter maupun fiskal karena dua-duanya saling mempengaruhi kata menteri keuangan sri mulyani,63
516,menteri keuangan menyatakan hal itu menanggapi rencana bi menerbitkan sertifikat bank indonesia sbi jangka waktu 6 bulan dan 9 bulan usai mengikuti rapat pansus pajak daerah dan retribusi daerah pdrd di gedung dpr mpr jakarta kamis,63
517,ketika ditanya apakah rencana penerbitan sbi 6 bulan dan 9 bulan tidak akan mempengaruhi rencana penerbitan surat perbendaharaan negara spn menkeu mengatakan hal itu tidak masalah karena negara-negara maju memiliki banyak ragam instrumen dengan jatuh tempo yang berbeda-beda,63
518,di negara maju itu instrumen nya sangat lengkap dengan jatuh tempo yang berbeda-beda,63
519,sebelum nya bi merencanakan untuk menerbitkan instrumen moneter sbi dengan jangka waktu lebih panjang yaitu 6 dan 9 bulan sehingga diperoleh yield curve yang lebih baik atau tidak patah-patah,63
520,rencana nya instrumen tambahan ini mulai diterbitkan semester kedua tahun 2007 dan rencana tersebut masih akan didiskusikan,63
521,"menurut nya obligasi dengan nilai emisi rp 4 triliun yang diterbitkan pada 22 februari 2007 tersebut akan jatuh tempo pada 15 juli 2022 memberikan kupon bunga tetap 10,25 persen yang dibayarkan setiap 6 bulan pada 15 januari dan 15 juli",63
522,sebelum nya pada 20 februari 2007 pemerintah telah melakukan lelang obligasi tersebut atau surat utang negara sun seri fr0043 dan berhasil menyerap rp 4 triliun,63
523,"menurut kepala biro humas depkeu samsuar said penawaran yang masuk mencapai rp 7,565 triliun dengan yield tertinggi 13 persen dan yield terendah 10,5 persen",63
524,penerbitan sun dimaksudkan untuk membiayai defisit anggaran dan membayar obligasi yang jatuh tempo,63
525,"pemerintah sendiri pada 2007 akan menerbitkan sun bruto sebesar rp 66,686 triliun dan netto sebesar rp 40,606 triliun",63
526,"defisit anggaran dalam apbn 2007 mencapai rp 40,512 triliun sedangkan obligasi negara yang jatuh tempo pada 2007 mencapai rp 24,49 triliun",63
527,pt bursa efek jakarta bej menghentikan sementara suspensi perdagangan saham pt central korporindo internasional cnko di pasar reguler dan pasar tunai sejak sesi pertama perdagangan jumat hingga pengumuman lebih lanjut,64
528,"kepala divisi perdagangan bej supandi jumat mengatakan suspensi ini diberlakukan sehubungan dengan harga saham cnko yang turun secara signifikan sebesar 59,30 persen atau rp 102 dari rp 172 pada posisi 24 januari 2004 menjadi rp 70 per 22 februari 2007",64
529,"rapat dewan gubernur rdg bank indonesia bi selasa memutuskan untuk menurunkan suku bunga acuan bi bi rate sebesar 25 basis poin bps menjadi 9,00 persen dari sebelum nya 9,25 persen",65
530,direktur perencanaan strategis dan humas bi budi mulya di jakarta selasa mengatakan penurunan kembali bi rate ini karena bank sentral memperkirakan target inflasi tahun 2007 akan terkendali dan perekonomian makro masih pada jalur nya,65
531,target inflasi bi tahun 2007 sebesar 6 persen plus minus satu persen,65
532,"penurunan bi rate ini yang kesebelas kali nya secara berturut-turut sejak mei 2006 yang saat itu turun 25 basis poin menjadi 12,50",65
533,"pada februari 2007 bi rate telah diturunkan 25 basis poin menjadi 9,25 dari bulan sebelum nya 9,50 persen",65
534,"kredit perbankan pada januari 2007 mengalami penurunan sebesar rp 15,5 triliun namun penurunan tersebut diperkirakan bersifat musiman yang terjadi pada setiap awal tahun",65
535,"penurunan kredit tersebut diikuti pula dengan penurunan dana pihak ketiga sebesar rp 7,4 triliun",65
536,"begitu pula hal nya dengan rasio pinjaman terhadap dana pihak ketiga ldr perbankan yang menjadi sedikit lebih rendah dari periode yang sama tahun lalu berada pada angka 63,9 persen",65
537,"sementara itu net interest income nii pendapatan bunga bersih perbankan terus meningkat mencapai rp 7,9 triliun yang merupakan angka tertinggi sejak krisis sembilan tahun lalu",65
538,"tingkat pengembalian asset roa meningkat dari 2,6 persen menjadi 2,8 persen seiring dengan meningkatnya nii",65
539,tingkat kredit bermasalah npl perbankan pun terus mengalami perbaikan sejalan dengan diselesaikannya proses restrukturisasi debitur-debitur besar di beberapa bank-bank besar,65
540,"npl secara gross tercatat sebesar 6,8 persen menurun dari angka akhir akhir tahun 2006 sebesar 7,0 persen sedangkan apabila dihitung secara net berada pada angka 3,4 persen menurun dari 3,6 persen",65
541,dari rencana bisnis bank yang telah disampaikan kepada bi perbankan berencana untuk memperbaiki kinerja nya di dalam melaksanakan fungsi intermediasi,65
542,"pertumbuhan kredit pada 2006 adalah sekitar 14 persen dan jumlah kredit pada akhir 2006 adalah rp 832,90 triliun",65
543,menkeu sri mulyani indrawati mengatakan dalam dua bulan pertama 2007 ini posisi anggaran masih surplus mengingat penerimaan yang sesuai target dan masih lambat nya penyerapan belanja,66
544,untuk penerimaan masih ' on track ',66
545,dari sisi pengeluaran kita masih agak lambat,66
546,secara ' overall ' saya belum lihat tapi nampak nya masih surplus dalam dua bulan ini kata menkeu di istana negara selasa,66
547,dia kemudian mencontohkan permasalahan masih sedikit nya daerah yang rancangan apbd nya disepakati oleh dprd sehingga yang disetor ke daerah kebanyakan hanya dana alokasi umum dau untuk pembayaran gaji,66
